age,sex,imd_quintile,year,time_since_quit,p_relapse_1month
20,1,3,2011,10,0.0
20,1,3,2012,1,0.030427796716594457
20,1,3,2012,2,0.01630670558393632
20,1,3,2012,3,0.010239237129605394
20,1,3,2012,4,0.006322618402494151
20,1,3,2012,5,0.004863348662315969
20,1,3,2012,6,0.0023396023781201425
20,1,3,2012,7,0.0029732502702690677
20,1,3,2012,8,0.0006406605762880879
20,1,3,2012,9,0.0027622393740511786
20,1,3,2012,10,0.0
20,1,3,2013,1,0.03327028462551751
20,1,3,2013,2,0.017992522311138903
20,1,3,2013,3,0.01135341029546899
20,1,3,2013,4,0.007036386000247252
20,1,3,2013,5,0.0054204723260834475
20,1,3,2013,6,0.0026148734866158208
20,1,3,2013,7,0.003320673689647724
20,1,3,2013,8,0.000717493700914118
20,1,3,2013,9,0.0030857428012087684
20,1,3,2013,10,0.0
20,1,3,2014,1,0.03220595351622535
20,1,3,2014,2,0.017407675019933344
20,1,3,2014,3,0.010984103081285168
20,1,3,2014,4,0.006807931965306491
20,1,3,2014,5,0.005244693641089704
20,1,3,2014,6,0.0025303082064791482
20,1,3,2014,7,0.003213200414952211
20,1,3,2014,8,0.0006943436732299579
20,1,3,2014,9,0.0029858979325601
20,1,3,2014,10,0.0
20,1,3,2015,1,0.029652316893271302
20,1,3,2015,2,0.01601316831776256
20,1,3,2015,3,0.010102889706085083
20,1,3,2015,4,0.006261848799901881
20,1,3,2015,5,0.004824132316649465
20,1,3,2015,6,0.0023275858507059155
20,1,3,2015,7,0.0029556987529685275
20,1,3,2015,8,0.0006387617770380327
20,1,3,2015,9,0.002746632138977967
20,1,3,2015,10,0.0
20,1,3,2016,1,0.028622096443027156
20,1,3,2016,2,0.015431324605397756
20,1,3,2016,3,0.009728316038254747
20,1,3,2016,4,0.006026511701355375
20,1,3,2016,5,0.004641882361815175
20,1,3,2016,6,0.002238837138886285
20,1,3,2016,7,0.0028432648219300916
20,1,3,2016,8,0.0006142500031478537
20,1,3,2016,9,0.0026420696048807812
20,1,3,2016,10,0.0
20,1,3,2017,1,0.028353428017479754
20,1,3,2017,2,0.015315072999545376
20,1,3,2017,3,0.009665963060022542
20,1,3,2017,4,0.0059931244180182475
20,1,3,2017,5,0.004617829193991674
20,1,3,2017,6,0.002228736113368379
20,1,3,2017,7,0.002829940348085702
20,1,3,2017,8,0.0006117802347269663
20,1,3,2017,9,0.002629840315401033
20,1,3,2017,10,0.0
20,1,3,2018,1,0.02653348035338332
20,1,3,2018,2,0.014200071753096122
20,1,3,2018,3,0.008918279884660318
20,1,3,2018,4,0.005509420270520815
20,1,3,2018,5,0.00423885018194603
20,1,3,2018,6,0.0020402201196247916
20,1,3,2018,7,0.002592419799531953
20,1,3,2018,8,0.0005589141786181973
20,1,3,2018,9,0.002408546977367698
20,1,3,2018,10,0.0
20,1,3,2019,1,0.026799598971621985
20,1,3,2019,2,0.01433245292047558
20,1,3,2019,3,0.00899893002305363
20,1,3,2019,4,0.00555828805130143
20,1,3,2019,5,0.0042761799160090375
20,1,3,2019,6,0.002057967434599406
20,1,3,2019,7,0.0026150402554750984
20,1,3,2019,8,0.0005637360646200129
20,1,3,2019,9,0.0024295414297661466
20,1,3,2019,10,0.0
20,1,4,2011,1,0.034691798337324053
20,1,4,2011,2,0.01935471322912674
20,1,4,2011,3,0.012450550549017558
20,1,4,2011,4,0.007835346387240816
20,1,4,2011,5,0.006074872578835766
20,1,4,2011,6,0.0029666112469118877
20,1,4,2011,7,0.0037552673347146515
20,1,4,2011,8,0.0008214802016310863
20,1,4,2011,9,0.00349328619743261
20,1,4,2011,10,0.0
20,1,4,2012,1,0.03373492116695098
20,1,4,2012,2,0.018708765204842437
20,1,4,2012,3,0.011992515505241719
20,1,4,2012,4,0.007526401671979932
20,1,4,2012,5,0.00582870840046501
20,1,4,2012,6,0.0028403175082175602
20,1,4,2012,7,0.003597409155964293
20,1,4,2012,8,0.0007852685483098476
20,1,4,2012,9,0.0033458237009245106
20,1,4,2012,10,0.0
20,1,4,2013,1,0.03406079018290897
20,1,4,2013,2,0.018998446853592643
20,1,4,2013,3,0.012219890279073886
20,1,4,2013,4,0.007689332703828433
20,1,4,2013,5,0.005961351661798564
20,1,4,2013,6,0.0029108488523413856
20,1,4,2013,7,0.003684794802144009
20,1,4,2013,8,0.0008059630288452801
20,1,4,2013,9,0.0034276955826900712
20,1,4,2013,10,0.0
20,1,4,2014,1,0.028506668983888872
20,1,4,2014,2,0.015415858938222726
20,1,4,2014,3,0.009741057180226664
20,1,4,2014,4,0.006046599088234905
20,1,4,2014,5,0.00466150544748023
20,1,4,2014,6,0.0022522607020097896
20,1,4,2014,7,0.002858967559410619
20,1,4,2014,8,0.000618778538540754
20,1,4,2014,9,0.0026570712847402422
20,1,4,2014,10,0.0
20,1,4,2015,1,0.02845971193053798
20,1,4,2015,2,0.015378989189075654
20,1,4,2015,3,0.00971477253925146
20,1,4,2015,4,0.006029143024853911
20,1,4,2015,5,0.0046477322535258825
20,1,4,2015,6,0.002245350962317594
20,1,4,2015,7,0.0028502763423405852
20,1,4,2015,8,0.0006168349876947143
20,1,4,2015,9,0.0026489690123490117
20,1,4,2015,10,0.0
20,1,4,2016,1,0.029707890665792824
20,1,4,2016,2,0.016095878624876048
20,1,4,2016,3,0.01017750044949417
20,1,4,2016,4,0.006319735610691657
20,1,4,2016,5,0.004872617442249316
20,1,4,2016,6,0.0023546448169110556
20,1,4,2016,7,0.0029888211173103585
20,1,4,2016,8,0.0006469621277769289
20,1,4,2016,9,0.002777789796571173
20,1,4,2016,10,0.0
20,1,4,2017,1,0.029638718251709384
20,1,4,2017,2,0.01607861533673227
20,1,4,2017,3,0.010176145682266213
20,1,4,2017,4,0.006324038770315399
20,1,4,2017,5,0.004877675950700655
20,1,4,2017,6,0.0023587415319464844
20,1,4,2017,7,0.0029934621498409753
20,1,4,2017,8,0.0006484381953699714
20,1,4,2017,9,0.0027822737922506002
20,1,4,2017,10,0.0
20,1,4,2018,1,0.027854049013029902
20,1,4,2018,2,0.014889219365607276
20,1,4,2018,3,0.009341550650244113
20,1,4,2018,4,0.0057658539218167215
20,1,4,2018,5,0.004434478238150685
20,1,4,2018,6,0.0021328410213967697
20,1,4,2018,7,0.002710623407122692
20,1,4,2018,8,0.0005839724403207125
20,1,4,2018,9,0.0025182093309852327
20,1,4,2018,10,0.0
20,1,4,2019,1,0.028021442440117283
20,1,4,2019,2,0.014972087198512951
20,1,4,2019,3,0.00939191062032041
20,1,4,2019,4,0.00579631424411553
20,1,4,2019,5,0.004457730442487429
20,1,4,2019,6,0.0021438816948177175
20,1,4,2019,7,0.002724700217835885
20,1,4,2019,8,0.0005869694942705062
20,1,4,2019,9,0.002531272876418744
20,1,4,2019,10,0.0
20,1,5,2011,1,0.029574713713699796
20,1,5,2011,2,0.015940194353831982
20,1,5,2011,3,0.010044466551779263
20,1,5,2011,4,0.006219219787997887
20,1,5,2011,5,0.0047891359954098656
20,1,5,2011,6,0.0023086573355558526
20,1,5,2011,7,0.002932354754038524
20,1,5,2011,8,0.0006331324223709522
20,1,5,2011,9,0.002724728076594407
20,1,5,2011,10,0.0
20,1,5,2012,1,0.02975756647845551
20,1,5,2012,2,0.016037597274673354
20,1,5,2012,3,0.010104891664792892
20,1,5,2012,4,0.0062560991610866035
20,1,5,2012,5,0.004817355995845762
20,1,5,2012,6,0.002322094789305229
20,1,5,2012,7,0.0029494780902735718
20,1,5,2012,8,0.0006367833730684946
20,1,5,2012,9,0.002740621945073962
20,1,5,2012,10,0.0
20,1,5,2013,1,0.029087633595190066
20,1,5,2013,2,0.015562380129753306
20,1,5,2013,3,0.009768396479672536
20,1,5,2013,4,0.006031477373854566
20,1,5,2013,5,0.004639465374983165
20,1,5,2013,6,0.002232072887189851
20,1,5,2013,7,0.0028365231644295053
20,1,5,2013,8,0.0006112733344105781
20,1,5,2013,9,0.0026352375158288366
20,1,5,2013,10,0.0
20,1,5,2014,1,0.028829084100036262
20,1,5,2014,2,0.01542139278052046
20,1,5,2014,3,0.009679732781619044
20,1,5,2014,4,0.005976800885027056
20,1,5,2014,5,0.004597450555568483
20,1,5,2014,6,0.002211910221379232
20,1,5,2014,7,0.002810881782576491
20,1,5,2014,8,0.0006057641267347424
20,1,5,2014,9,0.002611421293720162
20,1,5,2014,10,0.0
20,1,5,2015,1,0.02893388757410864
20,1,5,2015,2,0.015512939005514204
20,1,5,2015,3,0.009749783351178598
20,1,5,2015,4,0.006025830300674495
20,1,5,2015,5,0.004636952482676038
20,1,5,2015,6,0.002232491664556302
20,1,5,2015,7,0.002836519610234678
20,1,5,2015,8,0.0006117098019218226
20,1,5,2015,9,0.002635398800358457
20,1,5,2015,10,0.0
20,1,5,2016,1,0.027902934584894235
20,1,5,2016,2,0.01488663704946147
20,1,5,2016,3,0.00933301738825898
20,1,5,2016,4,0.00575821824109124
20,1,5,2016,5,0.00442800775991814
20,1,5,2016,6,0.002129291971004532
20,1,5,2016,7,0.0027062424708431676
20,1,5,2016,8,0.0005829336336793389
20,1,5,2016,9,0.0025140985817286854
20,1,5,2016,10,0.0
20,1,5,2017,1,0.02794210344701642
20,1,5,2017,2,0.014913111353800801
20,1,5,2017,3,0.009351684903216473
20,1,5,2017,4,0.005770708108273737
20,1,5,2017,5,0.004437917213865217
20,1,5,2017,6,0.002134328484782566
20,1,5,2017,7,0.0027125542685195736
20,1,5,2017,8,0.0005843662192438481
20,1,5,2017,9,0.00251998969926559
20,1,5,2017,10,0.0
20,1,5,2018,1,0.028280017180302708
20,1,5,2018,2,0.015124511046292533
20,1,5,2018,3,0.009495415296068566
20,1,5,2018,4,0.00586450593411092
20,1,5,2018,5,0.004511625305025024
20,1,5,2018,6,0.0021711585915544784
20,1,5,2018,7,0.0027589100642487763
20,1,5,2018,8,0.0005947196514475284
20,1,5,2018,9,0.002563193793928664
20,1,5,2018,10,0.0
20,1,5,2019,1,0.02842780823555302
20,1,5,2019,2,0.015197627677369208
20,1,5,2019,3,0.009539857944961816
20,1,5,2019,4,0.005891395812661737
20,1,5,2019,5,0.004532155359797896
20,1,5,2019,6,0.0021809101224395944
20,1,5,2019,7,0.002771342039603497
20,1,5,2019,8,0.0005973675082239227
20,1,5,2019,9,0.0025747312602630856
20,1,5,2019,10,0.0
21,2,1,2011,1,0.027137638868786396
21,2,1,2011,2,0.014436936690514046
21,2,1,2011,3,0.009039576047860542
21,2,1,2011,4,0.005572681533349222
21,2,1,2011,5,0.004284079288448539
21,2,1,2011,6,0.002059071850220695
21,2,1,2011,7,0.002617311908626574
21,2,1,2011,8,0.0005635318562768887
21,2,1,2011,9,0.002431383812867449
21,2,1,2011,10,0.0
21,2,1,2012,1,0.026457644004903913
21,2,1,2012,2,0.014054286910472946
21,2,1,2012,3,0.008794359382489403
21,2,1,2012,4,0.005419274296946108
21,2,1,2012,5,0.004165504554327404
21,2,1,2012,6,0.0020015482425558284
21,2,1,2012,7,0.002544362929623123
21,2,1,2012,8,0.0005476905005201704
21,2,1,2012,9,0.0023635643816113383
21,2,1,2012,10,0.0
21,2,1,2013,1,0.025598271260915295
21,2,1,2013,2,0.01373955167005636
21,2,1,2013,3,0.008654443067920625
21,2,1,2013,4,0.005361296496197876
21,2,1,2013,5,0.004130094834876585
21,2,1,2013,6,0.001992916242745779
21,2,1,2013,7,0.0025305883168399435
21,2,1,2013,8,0.0005470444030503119
21,2,1,2013,9,0.002351626102218951
21,2,1,2013,10,0.0
21,2,1,2014,1,0.024449625543354503
21,2,1,2014,2,0.0130798386691513
21,2,1,2014,3,0.008226336095961684
21,2,1,2014,4,0.005090839386734047
21,2,1,2014,5,0.003920198170475397
21,2,1,2014,6,0.001890311719990101
21,2,1,2014,7,0.002400728107396888
21,2,1,2014,8,0.0005186294250452139
21,2,1,2014,9,0.002230818015202529
21,2,1,2014,10,0.0
21,2,1,2015,1,0.024413402657000427
21,2,1,2015,2,0.013043028972154147
21,2,1,2015,3,0.008194840057746178
21,2,1,2015,4,0.005067027743288044
21,2,1,2015,5,0.0039004454813736933
21,2,1,2015,6,0.0018794847333358788
21,2,1,2015,7,0.0023874119887162815
21,2,1,2015,8,0.0005153929724149853
21,2,1,2015,9,0.002218311289336361
21,2,1,2015,10,0.0
21,2,1,2016,1,0.024896067536020805
21,2,1,2016,2,0.013407002562726977
21,2,1,2016,3,0.008458769139353617
21,2,1,2016,4,0.00524584680624296
21,2,1,2016,5,0.004042839690119759
21,2,1,2016,6,0.0019522262254998424
21,2,1,2016,7,0.0024784687190394505
21,2,1,2016,8,0.0005361373795748081
21,2,1,2016,9,0.0023033321290660824
21,2,1,2016,10,0.0
21,2,1,2017,1,0.02514523790039125
21,2,1,2017,2,0.0136240038215093
21,2,1,2017,3,0.008623896802794961
21,2,1,2017,4,0.00536105447026991
21,2,1,2017,5,0.004135574565704014
21,2,1,2017,6,0.0020004921673989484
21,2,1,2017,7,0.002538604002829792
21,2,1,2017,8,0.0005500776539394403
21,2,1,2017,9,0.002359569087888258
21,2,1,2017,10,0.0
21,2,1,2018,1,0.026486793172144973
21,2,1,2018,2,0.01419232606652221
21,2,1,2018,3,0.008920758167390686
21,2,1,2018,4,0.005514414553769886
21,2,1,2018,5,0.004243766570743768
21,2,1,2018,6,0.0020435290512861304
21,2,1,2018,7,0.0025963163399462807
21,2,1,2018,8,0.0005600037344343223
21,2,1,2018,9,0.0024122619358276642
21,2,1,2018,10,0.0
21,2,1,2019,1,0.027071171506812375
21,2,1,2019,2,0.01448318220174416
21,2,1,2019,3,0.009098050192452578
21,2,1,2019,4,0.005621886089288042
21,2,1,2019,5,0.004325877709578263
21,2,1,2019,6,0.0020825789427679764
21,2,1,2019,7,0.002646084601430232
21,2,1,2019,8,0.0005706158903733272
21,2,1,2019,9,0.0024584540254458664
21,2,1,2019,10,0.0
21,2,2,2011,1,0.02224232390025871
21,2,2,2011,2,0.011691364223990308
21,2,2,2011,3,0.007278630052851565
21,2,2,2011,4,0.004469374613052968
21,2,2,2011,5,0.0034306177903767887
21,2,2,2011,6,0.001644340276823919
21,2,2,2011,7,0.00209160973602307
21,2,2,2011,8,0.0004491619791949786
21,2,2,2011,9,0.0019425737786009645
21,2,2,2011,10,0.0
21,2,2,2012,1,0.02239559331119234
21,2,2,2012,2,0.011757495068472457
21,2,2,2012,3,0.007314726207291566
21,2,2,2012,4,0.004489266137344905
21,2,2,2012,5,0.0034451941918083318
21,2,2,2012,6,0.0016507268443315404
21,2,2,2012,7,0.0020999291881703686
21,2,2,2012,8,0.000450790911033061
21,2,2,2012,9,0.001950240189583674
21,2,2,2012,10,0.0
21,2,2,2013,1,0.023838828034552395
21,2,2,2013,2,0.01275124932298144
21,2,2,2013,3,0.008017543447984665
21,2,2,2013,4,0.004959820952864069
21,2,2,2013,5,0.003818554789730255
21,2,2,2013,6,0.0018404737727365506
21,2,2,2013,7,0.002337730492627532
21,2,2,2013,8,0.0005047546916722156
21,2,2,2013,9,0.0021721895443911343
21,2,2,2013,10,0.0
21,2,2,2014,1,0.02650176561510187
21,2,2,2014,2,0.014268544095631275
21,2,2,2014,3,0.00899705738374712
21,2,2,2014,4,0.005575984030939618
21,2,2,2014,5,0.004295868775635481
21,2,2,2014,6,0.002072972461313549
21,2,2,2014,7,0.002632266958831009
21,2,2,2014,8,0.000568968253677693
21,2,2,2014,9,0.002446109990363099
21,2,2,2014,10,0.0
21,2,2,2015,1,0.02875790893743435
21,2,2,2015,2,0.015488635429547037
21,2,2,2015,3,0.009761405301050075
21,2,2,2015,4,0.006046069168605173
21,2,2,2015,5,0.004656708227410045
21,2,2,2015,6,0.0022457976512874067
21,2,2,2015,7,0.0028521649002082317
21,2,2,2015,8,0.0006161236161392747
21,2,2,2015,9,0.0026503212403342635
21,2,2,2015,10,0.0
21,2,2,2016,1,0.027964905626394088
21,2,2,2016,2,0.015264933351565424
21,2,2,2016,3,0.009696862317050803
21,2,2,2016,4,0.00604239906263393
21,2,2,2016,5,0.004665345930741083
21,2,2,2016,6,0.0022602553254897906
21,2,2,2016,7,0.002867127943487424
21,2,2,2016,8,0.000622147489769187
21,2,2,2016,9,0.0026652685867466497
21,2,2,2016,10,0.0
21,2,2,2017,1,0.028519836160831424
21,2,2,2017,2,0.015661098714708444
21,2,2,2017,3,0.009979242530927523
21,2,2,2017,4,0.0062319844505055455
21,2,2,2017,5,0.004815861637495922
21,2,2,2017,6,0.0023367870577603034
21,2,2,2017,7,0.0029630359419648977
21,2,2,2017,8,0.0006439120983086077
21,2,2,2017,9,0.002754785525454273
21,2,2,2017,10,0.0
21,2,2,2018,1,0.027261405600504163
21,2,2,2018,2,0.01482559576002851
21,2,2,2018,3,0.00940052990190654
21,2,2,2018,4,0.005850480880035036
21,2,2,2018,5,0.004515042605064412
21,2,2,2018,6,0.002185648991581468
21,2,2,2018,7,0.0027730598020007102
21,2,2,2018,8,0.0006012808777289269
21,2,2,2018,9,0.0025776468825916554
21,2,2,2018,10,0.0
21,2,2,2019,1,0.02717914078410444
21,2,2,2019,2,0.014784001064314434
21,2,2,2019,3,0.009374958553012736
21,2,2,2019,4,0.005834880670462006
21,2,2,2019,5,0.004503092631134242
21,2,2,2019,6,0.0021799384515194253
21,2,2,2019,7,0.0027657909401569425
21,2,2,2019,8,0.0005997235395902578
21,2,2,2019,9,0.0025708975455965843
21,2,2,2019,10,0.0
21,2,3,2011,1,0.02542803661622628
21,2,3,2011,2,0.013480382684766368
21,2,3,2011,3,0.008426380918378884
21,2,3,2011,4,0.005188430976669878
21,2,3,2011,5,0.00398678328213764
21,2,3,2011,6,0.0019145192512256548
21,2,3,2011,7,0.0024341136813498254
21,2,3,2011,8,0.000523645082331381
21,2,3,2011,9,0.0022610321910621067
21,2,3,2011,10,0.0
21,2,3,2012,1,0.025577176008367508
21,2,3,2012,2,0.01357478073985674
21,2,3,2012,3,0.008490135176838165
21,2,3,2012,4,0.005229713407732595
21,2,3,2012,5,0.0040191077063386205
21,2,3,2012,6,0.0019305575019519239
21,2,3,2012,7,0.0024543378337059663
21,2,3,2012,8,0.0005281296224741716
21,2,3,2012,9,0.0022798697199145623
21,2,3,2012,10,0.0
21,2,3,2013,1,0.025868346979126433
21,2,3,2013,2,0.013749962405946836
21,2,3,2013,3,0.00860574246121204
21,2,3,2013,4,0.0053034320891127695
21,2,3,2013,5,0.004076496378401018
21,2,3,2013,6,0.0019587450367741788
21,2,3,2013,7,0.002489973012611113
21,2,3,2013,8,0.0005359572419774139
21,2,3,2013,9,0.002313033480053961
21,2,3,2013,10,0.0
21,2,3,2014,1,0.026242646175069884
21,2,3,2014,2,0.014184869589169646
21,2,3,2014,3,0.008960049757015809
21,2,3,2014,4,0.00555946563738674
21,2,3,2014,5,0.004285005545285103
21,2,3,2014,6,0.0020693011618601043
21,2,3,2014,7,0.002627101633169149
21,2,3,2014,8,0.0005682546795013899
21,2,3,2014,9,0.002441465571518364
21,2,3,2014,10,0.0
21,2,3,2015,1,0.023898841178836894
21,2,3,2015,2,0.012837773962752097
21,2,3,2015,3,0.008089128415015967
21,2,3,2015,4,0.005011614475922355
21,2,3,2015,5,0.003860703864593029
21,2,3,2015,6,0.0018627685722653053
21,2,3,2015,7,0.002365403860123405
21,2,3,2015,8,0.0005112531382986951
21,2,3,2015,9,0.002198101886362047
21,2,3,2015,10,0.0
21,2,3,2016,1,0.022478833571717538
21,2,3,2016,2,0.011963661863468422
21,2,3,2016,3,0.007506176058706959
21,2,3,2016,4,0.004637289935290889
21,2,3,2016,5,0.0035685350665281
21,2,3,2016,6,0.0017186102876590725
21,2,3,2016,7,0.0021833646696656217
21,2,3,2016,8,0.0004710976837392078
21,2,3,2016,9,0.002028623220139414
21,2,3,2016,10,0.0
21,2,3,2017,1,0.02278884395143832
21,2,3,2017,2,0.012150354807040964
21,2,3,2017,3,0.00762987490050504
21,2,3,2017,4,0.004716506610681681
21,2,3,2017,5,0.003630327506959019
21,2,3,2017,6,0.0017490843856090565
21,2,3,2017,7,0.0022218483784560705
21,2,3,2017,8,0.00047958744795351116
21,2,3,2017,9,0.0020644508151960173
21,2,3,2017,10,0.0
21,2,3,2018,1,0.023077367292967166
21,2,3,2018,2,0.012329950235809406
21,2,3,2018,3,0.0077546928871994325
21,2,3,2018,4,0.004799795951685559
21,2,3,2018,5,0.003696431344476725
21,2,3,2018,6,0.0017827585836873716
21,2,3,2018,7,0.0022640164305098853
21,2,3,2018,8,0.0004891921368622709
21,2,3,2018,9,0.0021038179433185977
21,2,3,2018,10,0.0
21,2,3,2019,1,0.023495474877227362
21,2,3,2019,2,0.012539555442840022
21,2,3,2019,3,0.007883081554504012
21,2,3,2019,4,0.0048779342093329126
21,2,3,2019,5,0.0037562323173186973
21,2,3,2019,6,0.0018112905829061887
21,2,3,2019,7,0.002300348896529525
21,2,3,2019,8,0.0004969647752868234
21,2,3,2019,9,0.0021375491524353585
21,2,3,2019,10,0.0
21,2,4,2011,1,0.02497550883899291
21,2,4,2011,2,0.013213684345408372
21,2,4,2011,3,0.008250636541819012
21,2,4,2011,4,0.005076182920853323
21,2,4,2011,5,0.0038993007161406412
21,2,4,2011,6,0.001871435877890515
21,2,4,2011,7,0.002379687908300232
21,2,4,2011,8,0.0005116533888958053
21,2,4,2011,9,0.002210368645443883
21,2,4,2011,10,0.0
21,2,4,2012,1,0.024314683912264656
21,2,4,2012,2,0.012847820594107162
21,2,4,2012,3,0.008018472021364853
21,2,4,2012,4,0.00493202564141848
21,2,4,2012,5,0.0037882151033313827
21,2,4,2012,6,0.0018178483777432364
21,2,4,2012,7,0.002311631244527046
21,2,4,2012,8,0.0004969559203408247
21,2,4,2012,9,0.0021471280559168804
21,2,4,2012,10,0.0
21,2,4,2013,1,0.02514736583152788
21,2,4,2013,2,0.013325199980588232
21,2,4,2013,3,0.008326607429594235
21,2,4,2013,4,0.0051256071658527524
21,2,4,2013,5,0.003938059611668265
21,2,4,2013,6,0.0018907118064683814
21,2,4,2013,7,0.00240398139530984
21,2,4,2013,8,0.0005170504517846286
21,2,4,2013,9,0.002233000714568112
21,2,4,2013,10,0.0
21,2,4,2014,1,0.025025319186592787
21,2,4,2014,2,0.013262019067269315
21,2,4,2014,3,0.008287952615956717
21,2,4,2014,4,0.005102239495603622
21,2,4,2014,5,0.0039202447362323145
21,2,4,2014,6,0.0018822845869643778
21,2,4,2014,7,0.0023932245888609316
21,2,4,2014,8,0.0005147712237081326
21,2,4,2014,9,0.0022230218063027385
21,2,4,2014,10,0.0
21,2,4,2015,1,0.02397464238737801
21,2,4,2015,2,0.01269730247253864
21,2,4,2015,3,0.007933479413584577
21,2,4,2015,4,0.00488350273142002
21,2,4,2015,5,0.003752048790922613
21,2,4,2015,6,0.001801425620654773
21,2,4,2015,7,0.0022904474609340975
21,2,4,2015,8,0.0004926409649884667
21,2,4,2015,9,0.0021275444413118016
21,2,4,2015,10,0.0
21,2,4,2016,1,0.02323810679321625
21,2,4,2016,2,0.012295059020241639
21,2,4,2016,3,0.007679575486005175
21,2,4,2016,4,0.004726348018815996
21,2,4,2016,5,0.003631084998474421
21,2,4,2016,6,0.0017431833820292786
21,2,4,2016,7,0.0022164446572363605
21,2,4,2016,8,0.0004766863782025288
21,2,4,2016,9,0.002058789239297143
21,2,4,2016,10,0.0
21,2,4,2017,1,0.02340085744162157
21,2,4,2017,2,0.012401944731027736
21,2,4,2017,3,0.007752061524682552
21,2,4,2017,4,0.004773245268231641
21,2,4,2017,5,0.003667769285836231
21,2,4,2017,6,0.0017613377433088884
21,2,4,2017,7,0.002239354470382038
21,2,4,2017,8,0.00048175065210398493
21,2,4,2017,9,0.002080123101975806
21,2,4,2017,10,0.0
21,2,4,2018,1,0.021384993547484132
21,2,4,2018,2,0.011247851856969748
21,2,4,2018,3,0.007006375724741942
21,2,4,2018,4,0.004304157021980282
21,2,4,2018,5,0.003304428691699113
21,2,4,2018,6,0.0015844218799401233
21,2,4,2018,7,0.0020152057524742695
21,2,4,2018,8,0.0004329077428509853
21,2,4,2018,9,0.0018716714021261849
21,2,4,2018,10,0.0
21,2,4,2019,1,0.021396503436067915
21,2,4,2019,2,0.011253560385544481
21,2,4,2019,3,0.007009847206067343
21,2,4,2019,4,0.004306257582257111
21,2,4,2019,5,0.003306032399878478
21,2,4,2019,6,0.001585183533395984
21,2,4,2019,7,0.0020161768019087978
21,2,4,2019,8,0.00043311452892280666
21,2,4,2019,9,0.0018725725714882069
21,2,4,2019,10,0.0
21,2,5,2011,1,0.02365750999539451
21,2,5,2011,2,0.012598743413439362
21,2,5,2011,3,0.007902857881902703
21,2,5,2011,4,0.004880380527793604
21,2,5,2011,5,0.0037547824643926475
21,2,5,2011,6,0.0018074411927405665
21,2,5,2011,7,0.002296523965651831
21,2,5,2011,8,0.0004952467588829057
21,2,5,2011,9,0.002133669984341724
21,2,5,2011,10,0.0
21,2,5,2012,1,0.024678676697369784
21,2,5,2012,2,0.013164832371018065
21,2,5,2012,3,0.008262991194476599
21,2,5,2012,4,0.005104522565826275
21,2,5,2012,5,0.003927679950651242
21,2,5,2012,6,0.0018910104862392974
21,2,5,2012,7,0.0024026030508340623
21,2,5,2012,8,0.0005182008656707815
21,2,5,2012,9,0.0022322590836079126
21,2,5,2012,10,0.0
21,2,5,2013,1,0.0254874676314083
21,2,5,2013,2,0.013607390923150997
21,2,5,2013,3,0.008540949144390853
21,2,5,2013,4,0.00527550507616481
21,2,5,2013,5,0.004058885844863136
21,2,5,2013,6,0.001953779674542133
21,2,5,2013,7,0.0024824982348216063
21,2,5,2013,8,0.0005353055028284315
21,2,5,2013,9,0.0023064462089750215
21,2,5,2013,10,0.0
21,2,5,2014,1,0.0272976393910771
21,2,5,2014,2,0.014649080775854473
21,2,5,2014,3,0.009215750650193533
21,2,5,2014,4,0.005700751413947325
21,2,5,2014,5,0.004388489722677469
21,2,5,2014,6,0.0021144584312757786
21,2,5,2014,7,0.002686014080031107
21,2,5,2014,8,0.0005797014656081512
21,2,5,2014,9,0.0024957287457709754
21,2,5,2014,10,0.0
21,2,5,2015,1,0.028358149972189883
21,2,5,2015,2,0.01532621781703325
21,2,5,2015,3,0.009680386950156494
21,2,5,2015,4,0.006006472051676259
21,2,5,2015,5,0.004629646202605531
21,2,5,2015,6,0.0022359068510635627
21,2,5,2015,7,0.002838547496508026
21,2,5,2015,8,0.000614060258912752
21,2,5,2015,9,0.0026379907957087
21,2,5,2015,10,0.0
21,2,5,2016,1,0.02809064986911136
21,2,5,2016,2,0.015169205962910493
21,2,5,2016,3,0.009578969254197434
21,2,5,2016,4,0.005943043257753633
21,2,5,2016,5,0.004580693313188111
21,2,5,2016,6,0.002212271848147873
21,2,5,2016,7,0.002808530135396614
21,2,5,2016,8,0.0006075839996811938
21,2,5,2016,9,0.002610097317705451
21,2,5,2016,10,0.0
21,2,5,2017,1,0.02811873865297998
21,2,5,2017,2,0.015260982337009454
21,2,5,2017,3,0.009665215021140261
21,2,5,2017,4,0.006009899152696452
21,2,5,2017,5,0.004636423398560852
21,2,5,2017,6,0.002242951494758061
21,2,5,2017,7,0.002846237809642549
21,2,5,2017,8,0.0006167611070329038
21,2,5,2017,9,0.0026455218953835846
21,2,5,2017,10,0.0
21,2,5,2018,1,0.027922170052578577
21,2,5,2018,2,0.01520108461082259
21,2,5,2018,3,0.009647047861573999
21,2,5,2018,4,0.006008475298008187
21,2,5,2018,5,0.004638518601824182
21,2,5,2018,6,0.002246887324661495
21,2,5,2018,7,0.0028502612485289402
21,2,5,2018,8,0.0006184383123736259
21,2,5,2018,9,0.0026495592908090115
21,2,5,2018,10,0.0
21,2,5,2019,1,0.027935859717368117
21,2,5,2019,2,0.015207999403902939
21,2,5,2019,3,0.009651298902300431
21,2,5,2019,4,0.006011069191792284
21,2,5,2019,5,0.004640505784906157
