year,age,sex,imd_quintile,p_quit_1month
2011,30,1,2,0.006439322304965467
2011,30,1,3,0.005901763197114884
2011,30,1,4,0.005683000213903
2011,30,1,5,0.003949871590053444
2011,31,2,1,0.00980444848060591
2011,31,2,2,0.0071895940415150905
2011,31,2,3,0.007676470685661352
2011,31,2,4,0.005844412698229329
2011,31,2,5,0.004373922899059468
2011,31,1,1,0.008441278528364737
2011,31,1,2,0.006263082726998381
2011,31,1,3,0.005989785345069776
2011,31,1,4,0.005595385883744419
2011,31,1,5,0.004045766991102595
2011,32,2,1,0.009554782681414187
2011,32,2,2,0.007033395699575062
2011,32,2,3,0.007441752899987053
2011,32,2,4,0.005766897395115267
2011,32,2,5,0.0044185830023972805
2011,32,1,1,0.008342019167397408
2011,32,1,2,0.0061440921006689075
2011,32,1,3,0.0060079053731249
2011,32,1,4,0.005572712317518436
2011,32,1,5,0.004079620428824149
2011,33,2,1,0.009075743942022152
2011,33,2,2,0.006856379794688339
2011,33,2,3,0.007160701105960787
2011,33,2,4,0.0056571201802773086
2011,33,2,5,0.004388271615729966
2011,33,1,1,0.008058714226258923
2011,33,1,2,0.006096577839081907
2011,33,1,3,0.005894056223616495
2011,33,1,4,0.005496042520350519
2011,33,1,5,0.004032137576385542
2011,34,2,1,0.008954060073618209
2011,34,2,2,0.006804427844443572
2011,34,2,3,0.00704303337850376
2011,34,2,4,0.005673049040432088
2011,34,2,5,0.0044293887046922276
2011,34,1,1,0.007954111555643628
2011,34,1,2,0.0063155114307048565
2011,34,1,3,0.0059894312356219
2011,34,1,4,0.0055104602605532405
2011,34,1,5,0.004083300120146238
2011,35,2,1,0.008732152798235249
2011,35,2,2,0.006772363140760795
2011,35,2,3,0.006947303917596459
2011,35,2,4,0.005739709967827689
2011,35,2,5,0.004525539872073159
2011,35,1,1,0.007856114286941884
2011,35,1,2,0.006488042231161506
2011,35,1,3,0.006115302360046648
2011,35,1,4,0.005561446829428163
2011,35,1,5,0.00415285303867996
2011,36,2,1,0.008534792260821322
2011,36,2,2,0.006664432544173593
2011,36,2,3,0.006894535260670964
2011,36,2,4,0.00578335919290629
2011,36,2,5,0.00460317022838852
2011,36,1,1,0.007765755077074443
2011,36,1,2,0.006694280497922089
2011,36,1,3,0.006231928570352374
2011,36,1,4,0.00563459966463864
2011,36,1,5,0.004219348997764327
2011,37,2,1,0.008345473768775036
2011,37,2,2,0.006602014048408433
2011,37,2,3,0.00677858748640825
2011,37,2,4,0.005855130173347045
2011,37,2,5,0.004645076355847322
2011,37,1,1,0.007722444155905617
2011,37,1,2,0.006903296847257101
2011,37,1,3,0.006283598511306776
2011,37,1,4,0.005663540877343776
2011,37,1,5,0.004271829641465774
2011,38,2,1,0.008313478917304606
2011,38,2,2,0.006593237992315593
2011,38,2,3,0.006705722708649553
2011,38,2,4,0.0059320984837061275
2011,38,2,5,0.0046901126608208665
2011,38,1,1,0.007737729134595139
2011,38,1,2,0.007026154959899222
2011,38,1,3,0.00635295235690414
2011,38,1,4,0.0057213376409084304
2011,38,1,5,0.004282472401419657
2011,39,2,1,0.008221748141808094
2011,39,2,2,0.006571393720062768
2011,39,2,3,0.0066180967489509746
2011,39,2,4,0.005967041423822761
2011,39,2,5,0.004673738782070558
2011,39,1,1,0.007741829126505562
2011,39,1,2,0.007136899178119771
2011,39,1,3,0.006324187081827803
2011,39,1,4,0.005799483825945306
2011,39,1,5,0.004266078934728412
2011,40,2,1,0.008256903472721011
2011,40,2,2,0.006520756710033715
2011,40,2,3,0.006494959019980651
2011,40,2,4,0.005850809402938473
2011,40,2,5,0.004576232884751286
2011,40,1,1,0.007641286900625821
2011,40,1,2,0.007339324900716204
2011,40,1,3,0.006194979210692564
2011,40,1,4,0.005844285975680097
2011,40,1,5,0.0042031309202960054
2011,41,2,1,0.008314497479633642
2011,41,2,2,0.006515463064000748
2011,41,2,3,0.0063879771778743155
2011,41,2,4,0.005752388188332902
2011,41,2,5,0.004468430424288128
2011,41,1,1,0.007490149905337029
2011,41,1,2,0.007458936718280129
2011,41,1,3,0.006102011942033414
2011,41,1,4,0.00583081391654372
2011,41,1,5,0.004166721123139205
2011,42,2,1,0.008346672812529654
2011,42,2,2,0.006460145902211889
2011,42,2,3,0.0063135120248745125
2011,42,2,4,0.005663343936627263
2011,42,2,5,0.004367891080933384
2011,42,1,1,0.007278971165925685
2011,42,1,2,0.007553827201051466
2011,42,1,3,0.0060018688933484166
2011,42,1,4,0.0058137309748278465
2011,42,1,5,0.004142367920880852
2011,43,2,1,0.008296786625466512
2011,43,2,2,0.00636092957950507
2011,43,2,3,0.006251470839855666
2011,43,2,4,0.005502693274466508
2011,43,2,5,0.0041798331486930795
2011,43,1,1,0.007073447908365171
2011,43,1,2,0.0075511580328933015
2011,43,1,3,0.005922893577746113
2011,43,1,4,0.005751890695816053
2011,43,1,5,0.00415856097226508
2011,44,2,1,0.008270226182872209
2011,44,2,2,0.006252980828000632
2011,44,2,3,0.006158902594912474
2011,44,2,4,0.0053339684558569855
2011,44,2,5,0.003981696447757144
2011,44,1,1,0.006915683788470628
2011,44,1,2,0.007449525127633638
2011,44,1,3,0.005921748990256992
2011,44,1,4,0.005653874810535808
2011,44,1,5,0.004127222376335005
2011,45,2,1,0.00810594898445971
2011,45,2,2,0.006119249254778025
2011,45,2,3,0.0060743677515185945
2011,45,2,4,0.00522090124337482
2011,45,2,5,0.003800644470599357
2011,45,1,1,0.0068851874183745165
2011,45,1,2,0.007206779077212899
2011,45,1,3,0.0059275793538726695
2011,45,1,4,0.0054938585528667705
2011,45,1,5,0.004103151386188553
2011,46,2,1,0.007888435215842593
2011,46,2,2,0.0059670758237826416
2011,46,2,3,0.005957694509435951
2011,46,2,4,0.005072421411260852
2011,46,2,5,0.0035634152247234763
2011,46,1,1,0.006843460678851443
2011,46,1,2,0.0069792742501146865
2011,46,1,3,0.005839896142372236
2011,46,1,4,0.005345853208859719
2011,46,1,5,0.003950706008981619
2011,47,2,1,0.007661589532321433
2011,47,2,2,0.005802339861724293
2011,47,2,3,0.005802621727733714
2011,47,2,4,0.00484669760747658
2011,47,2,5,0.003332475341999097
2011,47,1,1,0.006839040306886202
2011,47,1,2,0.006672419399366802
2011,47,1,3,0.005805064224415957
2011,47,1,4,0.00514401614896276
2011,47,1,5,0.003793375831804835
2011,48,2,1,0.007481060478968127
2011,48,2,2,0.005676123174317316
2011,48,2,3,0.005579239796691615
2011,48,2,4,0.0047455933843443265
2011,48,2,5,0.0031981067831478027
2011,48,1,1,0.006786443888634697
2011,48,1,2,0.0065161975232884695
2011,48,1,3,0.0056840235065170885
2011,48,1,4,0.0049793237557099745
2011,48,1,5,0.0035953665003193302
2011,49,2,1,0.007377742792592845
2011,49,2,2,0.00557735094896028
2011,49,2,3,0.005344960903505336
2011,49,2,4,0.004647963749726203
2011,49,2,5,0.0030821436162401517
2011,49,1,1,0.006633162784201563
2011,49,1,2,0.006361484638819026
2011,49,1,3,0.005532808978646941
2011,49,1,4,0.004751366516952182
2011,49,1,5,0.0034165713683969035
2011,50,2,1,0.0073272630386630455
2011,50,2,2,0.005469014853561105
2011,50,2,3,0.005113982959365493
2011,50,2,4,0.004552644519226989
2011,50,2,5,0.0029701215577210283
2011,50,1,1,0.006419529051201578
2011,50,1,2,0.006310945648429822
2011,50,1,3,0.005432103676526356
2011,50,1,4,0.004539346752910456
2011,50,1,5,0.0031943921685881893
2011,51,2,1,0.007392696309549418
2011,51,2,2,0.0053465575634426
2011,51,2,3,0.004857202579949704
2011,51,2,4,0.004470076992378336
2011,51,2,5,0.0029247667717257064
2011,51,1,1,0.006252894068258463
2011,51,1,2,0.0062470464063699715
2011,51,1,3,0.005402381784288757
2011,51,1,4,0.004271209410094734
2011,51,1,5,0.003060677126976996
2011,52,2,1,0.007517148893847692
2011,52,2,2,0.0052388442752138165
2011,52,2,3,0.004616702344642953
2011,52,2,4,0.004378660688762914
2011,52,2,5,0.0028451036194375723
2011,52,1,1,0.0060584626165948174
2011,52,1,2,0.006276899819927295
2011,52,1,3,0.005322067238708317
2011,52,1,4,0.004043802287313825
2011,52,1,5,0.0028714647822524197
2011,53,2,1,0.007709288618932719
2011,53,2,2,0.005155739009397364
2011,53,2,3,0.004453633827600334
2011,53,2,4,0.004113312415224946
2011,53,2,5,0.00274624022736758
2011,53,1,1,0.005829420786147788
2011,53,1,2,0.006240369637001586
2011,53,1,3,0.005264382014399938
2011,53,1,4,0.003791988314218897
2011,53,1,5,0.0026906607612469102
2011,54,2,1,0.007759676784204084
2011,54,2,2,0.0050898588552218405
2011,54,2,3,0.004344236789578737
2011,54,2,4,0.003849797646768849
2011,54,2,5,0.0026616970189287104
2011,54,1,1,0.005604467987263884
2011,54,1,2,0.006155104042720239
2011,54,1,3,0.0051992003778229545
2011,54,1,4,0.003596630009161217
2011,54,1,5,0.0025236850369305674
2011,55,2,1,0.007811890170003166
2011,55,2,2,0.005019850742848608
2011,55,2,3,0.004267777880777368
2011,55,2,4,0.003587102303044265
2011,55,2,5,0.0025648554542487823
2011,55,1,1,0.00539772736316757
2011,55,1,2,0.0060644381424475036
2011,55,1,3,0.005137287379407995
2011,55,1,4,0.0034209113904289934
2011,55,1,5,0.0024351669780202645
2011,56,2,1,0.007651799364651324
2011,56,2,2,0.004962248665374536
2011,56,2,3,0.0042565944068350126
2011,56,2,4,0.0033345174255576815
2011,56,2,5,0.0024245108157633366
2011,56,1,1,0.0051819063489133566
2011,56,1,2,0.005985064073145252
2011,56,1,3,0.005029726885368624
2011,56,1,4,0.0032992307826815725
2011,56,1,5,0.002338733506068502
2011,57,2,1,0.007428767735077169
2011,57,2,2,0.004887498878163643
2011,57,2,3,0.004297771819008367
2011,57,2,4,0.0031315738867494503
2011,57,2,5,0.002330173148950676
2011,57,1,1,0.004986010202370328
2011,57,1,2,0.005874073736215402
2011,57,1,3,0.004918546678519875
2011,57,1,4,0.003147128409210387
2011,57,1,5,0.0022897208134896596
2011,58,2,1,0.007121330910733081
2011,58,2,2,0.004754129984230526
2011,58,2,3,0.004308476924557492
2011,58,2,4,0.0030287027736293215
2011,58,2,5,0.002215007654838397
2011,58,1,1,0.004894684056295229
2011,58,1,2,0.005765366134825478
2011,58,1,3,0.0048625197714941
2011,58,1,4,0.0030188249211156037
2011,58,1,5,0.002286390217496548
2011,59,2,1,0.006900303747653158
2011,59,2,2,0.004605672143784267
2011,59,2,3,0.00429279941481453
2011,59,2,4,0.002956431792439651
2011,59,2,5,0.0021162067164320897
2011,59,1,1,0.004844406743419349
2011,59,1,2,0.005760912405708529
2011,59,1,3,0.004807307303001274
2011,59,1,4,0.002920820799938384
2011,59,1,5,0.002312032664920971
2011,60,2,1,0.006714631798902415
2011,60,2,2,0.004513493544970659
2011,60,2,3,0.004257294256062805
2011,60,2,4,0.002904771107964388
2011,60,2,5,0.0020421755336214042
2011,60,1,1,0.0047783868368870275
2011,60,1,2,0.005758804060294498
2011,60,1,3,0.00473228159879957
2011,60,1,4,0.0028314374656512875
2011,60,1,5,0.0022940813093488277
2011,61,2,1,0.006756879861148146
2011,61,2,2,0.00447598399994209
2011,61,2,3,0.004268524457184619
2011,61,2,4,0.0028720069522835123
2011,61,2,5,0.0020295804256116323
2011,61,1,1,0.0047466961573691124
2011,61,1,2,0.0057640086682572145
2011,61,1,3,0.004691744053379132
2011,61,1,4,0.0027501998706673803
2011,61,1,5,0.002269693315272936
2011,62,2,1,0.006872848037223989
2011,62,2,2,0.004519590102399884
2011,62,2,3,0.004263241754752345
2011,62,2,4,0.002888745777166579
2011,62,2,5,0.002021998586448137
2011,62,1,1,0.004718905131386508
2011,62,1,2,0.005763111759060968
2011,62,1,3,0.004715776149161299
2011,62,1,4,0.002752780709681213
2011,62,1,5,0.002277044671110451
2011,63,2,1,0.007070590661161558
2011,63,2,2,0.004641876832697456
2011,63,2,3,0.004278413995472352
2011,63,2,4,0.0029455958523098014
2011,63,2,5,0.002054885317351207
2011,63,1,1,0.004719469530389486
2011,63,1,2,0.005799986802751067
2011,63,1,3,0.004752297227413327
2011,63,1,4,0.0027909627047760788
2011,63,1,5,0.002280860122314099
2011,64,2,1,0.0073168628614702635
2011,64,2,2,0.0048224434852846
2011,64,2,3,0.004362858038573947
2011,64,2,4,0.00300759218342761
2011,64,2,5,0.0020915474508070853
2011,64,1,1,0.00478558399226825
2011,64,1,2,0.005880254890853087
2011,64,1,3,0.004848581343204317
2011,64,1,4,0.00284065743451678
2011,64,1,5,0.002274945429135089
2011,65,2,1,0.0076096179802637165
2011,65,2,2,0.005055664453764819
2011,65,2,3,0.004506089301017591
2011,65,2,4,0.003124626791631613
2011,65,2,5,0.002166117043602922
2011,65,1,1,0.004929350885204076
2011,65,1,2,0.005986841714159752
2011,65,1,3,0.00498034314121254
2011,65,1,4,0.0029421209230985346
2011,65,1,5,0.0022976479075440537
2011,66,2,1,0.007833505791332462
2011,66,2,2,0.0053050763961383085
2011,66,2,3,0.004642994544735601
2011,66,2,4,0.003301477358285232
2011,66,2,5,0.002259111481293541
2011,66,1,1,0.0050946250340309085
2011,66,1,2,0.006164668633620751
2011,66,1,3,0.0051737598397284534
2011,66,1,4,0.0030995281530918906
2011,66,1,5,0.0023892584571780784
2011,67,2,1,0.008100639500937312
2011,67,2,2,0.005581320304148707
2011,67,2,3,0.004843202252123313
2011,67,2,4,0.0034750586639143988
2011,67,2,5,0.002386904569898096
2011,67,1,1,0.0053509168564382925
2011,67,1,2,0.00641567667788312
2011,67,1,3,0.005375085978495786
2011,67,1,4,0.003230126886475282
2011,67,1,5,0.0024831048286843016
2011,68,2,1,0.008414121806533337
2011,68,2,2,0.005897194646219739
2011,68,2,3,0.0051306928801141405
2011,68,2,4,0.003700184078376134
2011,68,2,5,0.0025818733935986105
2011,68,1,1,0.005624150458496846
2011,68,1,2,0.006750921084752282
2011,68,1,3,0.005614520330793682
2011,68,1,4,0.0033621561916261644
2011,68,1,5,0.0025611037007002846
2011,69,2,1,0.008760320324927795
2011,69,2,2,0.006258399500461254
2011,69,2,3,0.0054496574461500025
2011,69,2,4,0.003984528471703719
2011,69,2,5,0.002846151160767918
2011,69,1,1,0.0059751073729564785
2011,69,1,2,0.007096120846888376
2011,69,1,3,0.005870271722331788
2011,69,1,4,0.003542685139335089
2011,69,1,5,0.0027099622345775343
2011,70,2,1,0.009123666251500073
2011,70,2,2,0.006650065170135333
2011,70,2,3,0.005833625046530733
2011,70,2,4,0.004288944811320139
2011,70,2,5,0.0031522989653539613
2011,70,1,1,0.006369672244148417
2011,70,1,2,0.00750080896796268
2011,70,1,3,0.0061816869947840525
2011,70,1,4,0.003752580726821164
2011,70,1,5,0.0029052007671073188
2011,71,2,1,0.009598654700285647
2011,71,2,2,0.007159614466370368
2011,71,2,3,0.006286119503517762
2011,71,2,4,0.004633583954039233
2011,71,2,5,0.0034923623897850087
2011,71,1,1,0.006822634091951274
2011,71,1,2,0.007933160179386833
2011,71,1,3,0.006497944846062698
2011,71,1,4,0.003998322487063777
2011,71,1,5,0.0030778016495794924
2011,72,2,1,0.010169923658773783
2011,72,2,2,0.007755981716276117
2011,72,2,3,0.00679660583820374
2011,72,2,4,0.0050563000518110135
2011,72,2,5,0.003896851826171499
2011,72,1,1,0.0072760747922622215
2011,72,1,2,0.008394458578863118
2011,72,1,3,0.006910992620499545
2011,72,1,4,0.004313565466208091
2011,72,1,5,0.0033006812582956346
2011,73,2,1,0.010726760269999636
2011,73,2,2,0.008428835104450583
2011,73,2,3,0.00733258270424586
2011,73,2,4,0.005512934906258926
2011,73,2,5,0.0043302034584989935
2011,73,1,1,0.007754372931729536
2011,73,1,2,0.008894384157673074
2011,73,1,3,0.0074077978525630694
2011,73,1,4,0.004669057253460673
2011,73,1,5,0.0036026481090063456
2011,74,2,1,0.01101550562249165
2011,74,2,2,0.008770169081545043
2011,74,2,3,0.0076111366197234576
2011,74,2,4,0.00573705048603379
2011,74,2,5,0.00453627938561918
2011,74,1,1,0.007983228452235092
2011,74,1,2,0.009149344284512972
2011,74,1,3,0.007650200437002819
2011,74,1,4,0.004849445826248022
2011,74,1,5,0.00372541912250246
2011,75,2,1,0.011350128069958387
2011,75,2,2,0.009177025631362912
2011,75,2,3,0.007897330349400766
2011,75,2,4,0.005992327335427983
2011,75,2,5,0.00475202841264355
2011,75,1,1,0.008206170811241531
2011,75,1,2,0.009413127446030845
2011,75,1,3,0.007903797341000551
2011,75,1,4,0.005046003360652418
2011,75,1,5,0.0038514951555397303
2011,76,2,1,0.011350128069958387
2011,76,2,2,0.009177025631362912
2011,76,2,3,0.007897330349400766
2011,76,2,4,0.005992327335427983
2011,76,2,5,0.00475202841264355
2011,76,1,1,0.008206170811241531
2011,76,1,2,0.009413127446030845
2011,76,1,3,0.007903797341000551
2011,76,1,4,0.005046003360652418
2011,76,1,5,0.0038514951555397303
2011,77,2,1,0.011350128069958387
2011,77,2,2,0.009177025631362912
2011,77,2,3,0.007897330349400766
2011,77,2,4,0.005992327335427983
2011,77,2,5,0.00475202841264355
2011,77,1,1,0.008206170811241531
2011,77,1,2,0.009413127446030845
2011,77,1,3,0.007903797341000551
2011,77,1,4,0.005046003360652418
2011,77,1,5,0.0038514951555397303
2011,78,2,1,0.011350128069958387
2011,78,2,2,0.009177025631362912
2011,78,2,3,0.007897330349400766
2011,78,2,4,0.005992327335427983
2011,78,2,5,0.00475202841264355
2011,78,1,1,0.008206170811241531
2011,78,1,2,0.009413127446030845
2011,78,1,3,0.007903797341000551
2011,78,1,4,0.005046003360652418
2011,78,1,5,0.0038514951555397303
2011,79,2,1,0.011350128069958387
2011,79,2,2,0.009177025631362912
2011,79,2,3,0.007897330349400766
2011,79,2,4,0.005992327335427983
2011,79,2,5,0.00475202841264355
2011,79,1,1,0.008206170811241531
2011,79,1,2,0.009413127446030845
2011,79,1,3,0.007903797341000551
2011,79,1,4,0.005046003360652418
2011,79,1,5,0.0038514951555397303
2011,80,2,1,0.011350128069958387
2011,80,2,2,0.009177025631362912
2011,80,2,3,0.007897330349400766
2011,80,2,4,0.005992327335427983
2011,80,2,5,0.00475202841264355
2011,80,1,1,0.008206170811241531
2011,80,1,2,0.009413127446030845
2011,80,1,3,0.007903797341000551
2011,80,1,4,0.005046003360652418
2011,80,1,5,0.0038514951555397303
2011,81,2,1,0.011350128069958387
2011,81,2,2,0.009177025631362912
2011,81,2,3,0.007897330349400766
2011,81,2,4,0.005992327335427983
2011,81,2,5,0.00475202841264355
2011,81,1,1,0.008206170811241531
2011,81,1,2,0.009413127446030845
2011,81,1,3,0.007903797341000551
2011,81,1,4,0.005046003360652418
2011,81,1,5,0.0038514951555397303
2011,82,2,1,0.011350128069958387
2011,82,2,2,0.009177025631362912
2011,82,2,3,0.007897330349400766
2011,82,2,4,0.005992327335427983
2011,82,2,5,0.00475202841264355
2011,82,1,1,0.008206170811241531
2011,82,1,2,0.009413127446030845
2011,82,1,3,0.007903797341000551
2011,82,1,4,0.005046003360652418
2011,82,1,5,0.0038514951555397303
2011,83,2,1,0.011350128069958387
2011,83,2,2,0.009177025631362912
2011,83,2,3,0.007897330349400766
2011,83,2,4,0.005992327335427983
2011,83,2,5,0.00475202841264355
2011,83,1,1,0.008206170811241531
2011,83,1,2,0.009413127446030845
2011,83,1,3,0.007903797341000551
2011,83,1,4,0.005046003360652418
2011,83,1,5,0.0038514951555397303
2011,84,2,1,0.011350128069958387
2011,84,2,2,0.009177025631362912
2011,84,2,3,0.007897330349400766
2011,84,2,4,0.005992327335427983
2011,84,2,5,0.00475202841264355
2011,84,1,1,0.008206170811241531
2011,84,1,2,0.009413127446030845
2011,84,1,3,0.007903797341000551
2011,84,1,4,0.005046003360652418
2011,84,1,5,0.0038514951555397303
2011,85,2,1,0.011350128069958387
2011,85,2,2,0.009177025631362912
2011,85,2,3,0.007897330349400766
2011,85,2,4,0.005992327335427983
2011,85,2,5,0.00475202841264355
2011,85,1,1,0.008206170811241531
2011,85,1,2,0.009413127446030845
2011,85,1,3,0.007903797341000551
2011,85,1,4,0.005046003360652418
2011,85,1,5,0.0038514951555397303
2011,86,2,1,0.011350128069958387
2011,86,2,2,0.009177025631362912
2011,86,2,3,0.007897330349400766
2011,86,2,4,0.005992327335427983
2011,86,2,5,0.00475202841264355
2011,86,1,1,0.008206170811241531
2011,86,1,2,0.009413127446030845
2011,86,1,3,0.007903797341000551
2011,86,1,4,0.005046003360652418
2011,86,1,5,0.0038514951555397303
2011,87,2,1,0.011350128069958387
2011,87,2,2,0.009177025631362912
2011,87,2,3,0.007897330349400766
2011,87,2,4,0.005992327335427983
2011,87,2,5,0.00475202841264355
2011,87,1,1,0.008206170811241531
2011,87,1,2,0.009413127446030845
2011,87,1,3,0.007903797341000551
2011,87,1,4,0.005046003360652418
2011,87,1,5,0.0038514951555397303
2011,88,2,1,0.011350128069958387
2011,88,2,2,0.009177025631362912
2011,88,2,3,0.007897330349400766
2011,88,2,4,0.005992327335427983
2011,88,2,5,0.00475202841264355
2011,88,1,1,0.008206170811241531
2011,88,1,2,0.009413127446030845
