year,age,sex,imd_quintile,p_start_1month
2012,27,2,3,0.0007979001496032367
2012,27,2,4,0.0006555289665385322
2012,27,2,5,0.000616396553658749
2012,27,1,1,0.0011464331797454985
2012,27,1,2,0.0014025125382226555
2012,27,1,3,0.001347488327020696
2012,27,1,4,0.0015069573843331519
2012,27,1,5,0.0016200823451428814
2012,28,2,1,0.0007803170633798873
2012,28,2,2,0.0006956997641359708
2012,28,2,3,0.0007979001496032367
2012,28,2,4,0.0006555289665385322
2012,28,2,5,0.000616396553658749
2012,28,1,1,0.0011464331797454985
2012,28,1,2,0.0014025125382226555
2012,28,1,3,0.001347488327020696
2012,28,1,4,0.0015069573843331519
2012,28,1,5,0.0016200823451428814
2012,29,2,1,0.0007803170633798873
2012,29,2,2,0.0006956997641359708
2012,29,2,3,0.0007979001496032367
2012,29,2,4,0.0006555289665385322
2012,29,2,5,0.000616396553658749
2012,29,1,1,0.0011464331797454985
2012,29,1,2,0.0014025125382226555
2012,29,1,3,0.001347488327020696
2012,29,1,4,0.0015069573843331519
2012,29,1,5,0.0016200823451428814
2012,30,2,1,0.0007803170633798873
2012,30,2,2,0.0006956997641359708
2012,30,2,3,0.0007979001496032367
2012,30,2,4,0.0006555289665385322
2012,30,2,5,0.000616396553658749
2012,30,1,1,0.0011464331797454985
2012,30,1,2,0.0014025125382226555
2012,30,1,3,0.001347488327020696
2012,30,1,4,0.0015069573843331519
2012,30,1,5,0.0016200823451428814
2013,12,2,1,0.004868997396025865
2013,12,2,2,0.004675824261250461
2013,12,2,3,0.005891570901034648
2013,12,2,4,0.0066069448489255445
2013,12,2,5,0.0081281572506392
2013,12,1,1,0.006220526272511795
2013,12,1,2,0.005906013933575371
2013,12,1,3,0.006405543071862363
2013,12,1,4,0.006954562935692188
2013,12,1,5,0.008895681418822798
2013,13,2,1,0.0048494271991569304
2013,13,2,2,0.004673788880674823
2013,13,2,3,0.005912050280069692
2013,13,2,4,0.006482511251513112
2013,13,2,5,0.007843997191700813
2013,13,1,1,0.006496497534429713
2013,13,1,2,0.006203150662374535
2013,13,1,3,0.006885828514219483
2013,13,1,4,0.007193717254129983
2013,13,1,5,0.009124898806386783
2013,14,2,1,0.004572076848906259
2013,14,2,2,0.004556371170986062
2013,14,2,3,0.005739984731588987
2013,14,2,4,0.006044414966011491
2013,14,2,5,0.007043683280744006
2013,14,1,1,0.006783803380143283
2013,14,1,2,0.006512618353925359
2013,14,1,3,0.007467701435025509
2013,14,1,4,0.007421354124097057
2013,14,1,5,0.00956850376552476
2013,15,2,1,0.003986927290016706
2013,15,2,2,0.00399173165935407
2013,15,2,3,0.004957114272958418
2013,15,2,4,0.005046146802095586
2013,15,2,5,0.005741685322527279
2013,15,1,1,0.00627576222416959
2013,15,1,2,0.006120925139990296
2013,15,1,3,0.007149480659387919
2013,15,1,4,0.006958746202250232
2013,15,1,5,0.008909290984514873
2013,16,2,1,0.003120099845461355
2013,16,2,2,0.003171129632934644
2013,16,2,3,0.0038471634912209396
2013,16,2,4,0.0037125329657331507
2013,16,2,5,0.004172894933588078
2013,16,1,1,0.005232826744539731
2013,16,1,2,0.0053665867777051846
2013,16,1,3,0.0061456775295648525
2013,16,1,4,0.0060000132923289096
2013,16,1,5,0.007663163745940782
2013,17,2,1,0.0023850504394893335
2013,17,2,2,0.0023167118987600377
2013,17,2,3,0.0027799281600685566
2013,17,2,4,0.0024886128784610273
2013,17,2,5,0.0027948573368822283
2013,17,1,1,0.003987382993847599
2013,17,1,2,0.004168866335183541
2013,17,1,3,0.004705506418615002
2013,17,1,4,0.004786065624032387
2013,17,1,5,0.0058193653105825804
2013,18,2,1,0.0017431968056971225
2013,18,2,2,0.0016878067612494663
2013,18,2,3,0.0019138195813567238
2013,18,2,4,0.001561526481961062
2013,18,2,5,0.0017377207542085271
2013,18,1,1,0.0029359636014836266
2013,18,1,2,0.0030957535893257893
2013,18,1,3,0.003335849995599327
2013,18,1,4,0.0036334516255878135
2013,18,1,5,0.004256049102196902
2013,19,2,1,0.0012979034843328963
2013,19,2,2,0.0011906553540094178
2013,19,2,3,0.0013157592337290636
2013,19,2,4,0.0010757880372870288
2013,19,2,5,0.0011016588906005431
2013,19,1,1,0.0020527070499591904
2013,19,1,2,0.0021272359776819405
2013,19,1,3,0.002164393103003759
2013,19,1,4,0.002567459307919351
2013,19,1,5,0.002881648385352986
2013,20,2,1,0.0008906691248522502
2013,20,2,2,0.0008273621358469985
2013,20,2,3,0.0008913372300256572
2013,20,2,4,0.0007650206117273406
2013,20,2,5,0.0007536693275311812
2013,20,1,1,0.0014161525134267494
2013,20,1,2,0.0016130633630786484
2013,20,1,3,0.0015593731051546378
2013,20,1,4,0.001841440071499445
2013,20,1,5,0.001999749751692148
2013,21,2,1,0.0007049427867014124
2013,21,2,2,0.0006321711231641602
2013,21,2,3,0.0007151656260603323
2013,21,2,4,0.0006236698778859795
2013,21,2,5,0.0005912066158371143
2013,21,1,1,0.0010754411714388734
2013,21,1,2,0.00132332854498729
2013,21,1,3,0.0012624357569702704
2013,21,1,4,0.0014372550054223554
2013,21,1,5,0.001519817143300628
2013,22,2,1,0.0007049427867014124
2013,22,2,2,0.0006321711231641602
2013,22,2,3,0.0007151656260603323
2013,22,2,4,0.0006236698778859795
2013,22,2,5,0.0005912066158371143
2013,22,1,1,0.0010754411714388734
2013,22,1,2,0.00132332854498729
2013,22,1,3,0.0012624357569702704
2013,22,1,4,0.0014372550054223554
2013,22,1,5,0.001519817143300628
2013,23,2,1,0.0007049427867014124
2013,23,2,2,0.0006321711231641602
2013,23,2,3,0.0007151656260603323
2013,23,2,4,0.0006236698778859795
2013,23,2,5,0.0005912066158371143
2013,23,1,1,0.0010754411714388734
2013,23,1,2,0.00132332854498729
2013,23,1,3,0.0012624357569702704
2013,23,1,4,0.0014372550054223554
2013,23,1,5,0.001519817143300628
2013,24,2,1,0.0007049427867014124
2013,24,2,2,0.0006321711231641602
2013,24,2,3,0.0007151656260603323
2013,24,2,4,0.0006236698778859795
2013,24,2,5,0.0005912066158371143
2013,24,1,1,0.0010754411714388734
2013,24,1,2,0.00132332854498729
2013,24,1,3,0.0012624357569702704
2013,24,1,4,0.0014372550054223554
2013,24,1,5,0.001519817143300628
2013,25,2,1,0.0007049427867014124
2013,25,2,2,0.0006321711231641602
2013,25,2,3,0.0007151656260603323
2013,25,2,4,0.0006236698778859795
2013,25,2,5,0.0005912066158371143
2013,25,1,1,0.0010754411714388734
2013,25,1,2,0.00132332854498729
2013,25,1,3,0.0012624357569702704
2013,25,1,4,0.0014372550054223554
2013,25,1,5,0.001519817143300628
2013,26,2,1,0.0007049427867014124
2013,26,2,2,0.0006321711231641602
2013,26,2,3,0.0007151656260603323
2013,26,2,4,0.0006236698778859795
2013,26,2,5,0.0005912066158371143
2013,26,1,1,0.0010754411714388734
2013,26,1,2,0.00132332854498729
2013,26,1,3,0.0012624357569702704
2013,26,1,4,0.0014372550054223554
2013,26,1,5,0.001519817143300628
2013,27,2,1,0.0007049427867014124
2013,27,2,2,0.0006321711231641602
2013,27,2,3,0.0007151656260603323
2013,27,2,4,0.0006236698778859795
2013,27,2,5,0.0005912066158371143
2013,27,1,1,0.0010754411714388734
2013,27,1,2,0.00132332854498729
2013,27,1,3,0.0012624357569702704
2013,27,1,4,0.0014372550054223554
2013,27,1,5,0.001519817143300628
2013,28,2,1,0.0007049427867014124
2013,28,2,2,0.0006321711231641602
2013,28,2,3,0.0007151656260603323
2013,28,2,4,0.0006236698778859795
2013,28,2,5,0.0005912066158371143
2013,28,1,1,0.0010754411714388734
2013,28,1,2,0.00132332854498729
2013,28,1,3,0.0012624357569702704
2013,28,1,4,0.0014372550054223554
2013,28,1,5,0.001519817143300628
2013,29,2,1,0.0007049427867014124
2013,29,2,2,0.0006321711231641602
2013,29,2,3,0.0007151656260603323
2013,29,2,4,0.0006236698778859795
2013,29,2,5,0.0005912066158371143
2013,29,1,1,0.0010754411714388734
2013,29,1,2,0.00132332854498729
2013,29,1,3,0.0012624357569702704
2013,29,1,4,0.0014372550054223554
2013,29,1,5,0.001519817143300628
2013,30,2,1,0.0007049427867014124
2013,30,2,2,0.0006321711231641602
2013,30,2,3,0.0007151656260603323
2013,30,2,4,0.0006236698778859795
2013,30,2,5,0.0005912066158371143
2013,30,1,1,0.0010754411714388734
2013,30,1,2,0.00132332854498729
2013,30,1,3,0.0012624357569702704
2013,30,1,4,0.0014372550054223554
2013,30,1,5,0.001519817143300628
2014,12,2,1,0.004772382308337653
2014,12,2,2,0.004553816442626868
2014,12,2,3,0.005750145009504548
2014,12,2,4,0.0064409129980510516
2014,12,2,5,0.008023361186128009
2014,12,1,1,0.0061276607414585404
2014,12,1,2,0.0058346402015728716
2014,12,1,3,0.006299336887989226
2014,12,1,4,0.006857871444665875
2014,12,1,5,0.00891364486877555
2014,13,2,1,0.0047533500295493525
2014,13,2,2,0.004548534530165016
2014,13,2,3,0.005762794524963422
2014,13,2,4,0.006319217650218367
2014,13,2,5,0.00774616083358326
2014,13,1,1,0.006392005252355615
2014,13,1,2,0.006119119279623941
2014,13,1,3,0.006750990171893401
2014,13,1,4,0.007092624042135065
2014,13,1,5,0.009144321712869163
2014,14,2,1,0.004483903332444417
2014,14,2,2,0.004428291060494027
2014,14,2,3,0.00558647875570395
2014,14,2,4,0.005878278073829679
2014,14,2,5,0.006959274137991023
2014,14,1,1,0.006669936674538746
2014,14,1,2,0.006404881515419292
2014,14,1,3,0.007300398007825115
2014,14,1,4,0.007306846539467449
2014,14,1,5,0.009569047887863613
2014,15,2,1,0.0039029726639986384
2014,15,2,2,0.003869775637470707
2014,15,2,3,0.004811486288806677
2014,15,2,4,0.004897473710130162
2014,15,2,5,0.005678288329006853
2014,15,1,1,0.006180488564506592
2014,15,1,2,0.005999931351395871
2014,15,1,3,0.00696017240907898
2014,15,1,4,0.00683855901312258
2014,15,1,5,0.008906744910840092
2014,16,2,1,0.0030381648457689092
2014,16,2,2,0.0030509782557772702
2014,16,2,3,0.003717987798546263
2014,16,2,4,0.003585569471093897
2014,16,2,5,0.004122577351295287
2014,16,1,1,0.00513531897885533
2014,16,1,2,0.005216362293690713
2014,16,1,3,0.005958638448087972
2014,16,1,4,0.0058767381532288665
2014,16,1,5,0.007623943855480708
2014,17,2,1,0.0022974302396261415
2014,17,2,2,0.002191296199718029
2014,17,2,3,0.002666152851556025
2014,17,2,4,0.002393016391153191
2014,17,2,5,0.002747631630056202
2014,17,1,1,0.0038696234608021074
2014,17,1,2,0.0040131682157007464
2014,17,1,3,0.004535511573652284
2014,17,1,4,0.0046524511729845175
2014,17,1,5,0.0057643124059001405
2014,18,2,1,0.00164491618937046
2014,18,2,2,0.0015610376744110699
2014,18,2,3,0.0018098253584155621
2014,18,2,4,0.0014863790458536918
2014,18,2,5,0.0016920072166080047
2014,18,1,1,0.00278206774305767
2014,18,1,2,0.002940036083508346
2014,18,1,3,0.003193779991373602
2014,18,1,4,0.003493259970020479
2014,18,1,5,0.0041557422867329885
2014,19,2,1,0.0012007469492532064
2014,19,2,2,0.001079530878454693
2014,19,2,3,0.0012211792873231264
2014,19,2,4,0.0010197829379056111
2014,19,2,5,0.0010583118297574634
2014,19,1,1,0.001908117487107286
2014,19,1,2,0.0020052186968860797
2014,19,1,3,0.002049625878398853
2014,19,1,4,0.0024338550500193623
2014,19,1,5,0.002775185926746415
2014,20,2,1,0.0007938348610796453
2014,20,2,2,0.0007418135481567223
2014,20,2,3,0.0008040417839390024
2014,20,2,4,0.0007120024181931361
2014,20,2,5,0.0007181732747404412
2014,20,1,1,0.0013001373292063079
2014,20,1,2,0.0014962950664987318
2014,20,1,3,0.0014608140252108104
2014,20,1,4,0.001722409180785478
2014,20,1,5,0.0018775203666037132
2014,21,2,1,0.0006166949038957092
2014,21,2,2,0.00056166473746877
2014,21,2,3,0.0006342631611335747
2014,21,2,4,0.0005754748041935098
2014,21,2,5,0.0005592229442916707
2014,21,1,1,0.000983122914272161
2014,21,1,2,0.0012171959062110549
2014,21,1,3,0.0011680959633423305
2014,21,1,4,0.001328942926726695
2014,21,1,5,0.0014040026985830956
2014,22,2,1,0.0006166949038957092
2014,22,2,2,0.00056166473746877
2014,22,2,3,0.0006342631611335747
2014,22,2,4,0.0005754748041935098
2014,22,2,5,0.0005592229442916707
2014,22,1,1,0.000983122914272161
2014,22,1,2,0.0012171959062110549
2014,22,1,3,0.0011680959633423305
2014,22,1,4,0.001328942926726695
2014,22,1,5,0.0014040026985830956
2014,23,2,1,0.0006166949038957092
2014,23,2,2,0.00056166473746877
2014,23,2,3,0.0006342631611335747
2014,23,2,4,0.0005754748041935098
2014,23,2,5,0.0005592229442916707
2014,23,1,1,0.000983122914272161
2014,23,1,2,0.0012171959062110549
2014,23,1,3,0.0011680959633423305
2014,23,1,4,0.001328942926726695
2014,23,1,5,0.0014040026985830956
2014,24,2,1,0.0006166949038957092
2014,24,2,2,0.00056166473746877
2014,24,2,3,0.0006342631611335747
2014,24,2,4,0.0005754748041935098
2014,24,2,5,0.0005592229442916707
2014,24,1,1,0.000983122914272161
2014,24,1,2,0.0012171959062110549
2014,24,1,3,0.0011680959633423305
2014,24,1,4,0.001328942926726695
2014,24,1,5,0.0014040026985830956
2014,25,2,1,0.0006166949038957092
2014,25,2,2,0.00056166473746877
2014,25,2,3,0.0006342631611335747
2014,25,2,4,0.0005754748041935098
2014,25,2,5,0.0005592229442916707
2014,25,1,1,0.000983122914272161
2014,25,1,2,0.0012171959062110549
2014,25,1,3,0.0011680959633423305
2014,25,1,4,0.001328942926726695
2014,25,1,5,0.0014040026985830956
2014,26,2,1,0.0006166949038957092
2014,26,2,2,0.00056166473746877
2014,26,2,3,0.0006342631611335747
2014,26,2,4,0.0005754748041935098
2014,26,2,5,0.0005592229442916707
2014,26,1,1,0.000983122914272161
2014,26,1,2,0.0012171959062110549
2014,26,1,3,0.0011680959633423305
2014,26,1,4,0.001328942926726695
2014,26,1,5,0.0014040026985830956
2014,27,2,1,0.0006166949038957092
2014,27,2,2,0.00056166473746877
2014,27,2,3,0.0006342631611335747
2014,27,2,4,0.0005754748041935098
2014,27,2,5,0.0005592229442916707
2014,27,1,1,0.000983122914272161
2014,27,1,2,0.0012171959062110549
2014,27,1,3,0.0011680959633423305
2014,27,1,4,0.001328942926726695
2014,27,1,5,0.0014040026985830956
2014,28,2,1,0.0006166949038957092
2014,28,2,2,0.00056166473746877
2014,28,2,3,0.0006342631611335747
2014,28,2,4,0.0005754748041935098
2014,28,2,5,0.0005592229442916707
2014,28,1,1,0.000983122914272161
2014,28,1,2,0.0012171959062110549
2014,28,1,3,0.0011680959633423305
2014,28,1,4,0.001328942926726695
2014,28,1,5,0.0014040026985830956
2014,29,2,1,0.0006166949038957092
2014,29,2,2,0.00056166473746877
2014,29,2,3,0.0006342631611335747
2014,29,2,4,0.0005754748041935098
2014,29,2,5,0.0005592229442916707
2014,29,1,1,0.000983122914272161
2014,29,1,2,0.0012171959062110549
2014,29,1,3,0.0011680959633423305
2014,29,1,4,0.001328942926726695
2014,29,1,5,0.0014040026985830956
2014,30,2,1,0.0006166949038957092
2014,30,2,2,0.00056166473746877
2014,30,2,3,0.0006342631611335747
2014,30,2,4,0.0005754748041935098
2014,30,2,5,0.0005592229442916707
2014,30,1,1,0.000983122914272161
2014,30,1,2,0.0012171959062110549
2014,30,1,3,0.0011680959633423305
2014,30,1,4,0.001328942926726695
2014,30,1,5,0.0014040026985830956
2015,12,2,1,0.004700319934526687
2015,12,2,2,0.004479812571608233
2015,12,2,3,0.005649875851642561
2015,12,2,4,0.00632757555309249
2015,12,2,5,0.007937287978096452
2015,12,1,1,0.0060618030238910325
2015,12,1,2,0.005790010324337902
2015,12,1,3,0.006233806503937234
2015,12,1,4,0.006813844463685048
2015,12,1,5,0.008922916382420931
2015,13,2,1,0.004681687102824794
2015,13,2,2,0.004472604897439281
2015,13,2,3,0.005657085760395475
2015,13,2,4,0.006207756865493241
2015,13,2,5,0.0076657758334848225
2015,13,1,1,0.006317972208239153
2015,13,1,2,0.006066634615252697
2015,13,1,3,0.006667987860703883
2015,13,1,4,0.007046596969083274
2015,13,1,5,0.009154347255205697
2015,14,2,1,0.004418107440172903
2015,14,2,2,0.004350732185718353
2015,14,2,3,0.0054779014815562466
2015,14,2,4,0.00576510190696522
2015,14,2,5,0.006889895262727097
2015,14,1,1,0.0065893071120117774
2015,14,1,2,0.006337749481426624
2015,14,1,3,0.007197635339125541
2015,14,1,4,0.0072547619544777175
2015,14,1,5,0.009569328333971061
2015,15,2,1,0.0038404261007871643
2015,15,2,2,0.003796078141988457
